Nom du Produit en Français,Type de production,Catégorie,Score unique EF3.1 (mPt/kg),Changement climatique (kg CO2 eq/kg),Appauvrissement de la couche d'ozone (kg CFC11 eq/kg),Rayonnements ionisants (kBq U-235 eq/kg),Formation photochimique d'ozone (kg NMVOC eq/kg),Particules (disease inc./kg),Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg),Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation eaux douces (kg P eq/kg),Eutrophisation marine (kg N eq/kg),Eutrophisation terreste (mol N eq/kg),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg),Utilisation du sol (Pt/kg),Épuisement des ressources eau (m3 depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources minéraux (kg Sb eq/kg),Changement climatique - émissions biogéniques (kg CO2 eq/kg),Changement climatique - émissions fossiles (kg CO2 eq/kg),Changement climatique - émissions liées au changement d'affectation des sols (kg CO2 eq/kg)
"Luzerne déshydratée, conventionnelle, processus avec énergie 100% biomasse, sortie usine, France",Culture,Agricultural\Animal feed\Feed ingredients\Transformation\Legumes based,0.041659863,0.26024935,5.7497316e-09,0.07370763,0.0019845967,3.8993738e-08,7.6577005e-09,2.8870637e-10,0.0018531916,4.5429503e-05,0.0029849859,0.0065864792,7.15589339,61.206079,0.059948494,3.5737176,1.4718328e-06,0.00072940908,0.19920243,0.060317512
"Luzerne déshydratée, conventionnelle, sortie usine, France",Culture,Agricultural\Animal feed\Feed ingredients\Transformation\Legumes based,0.061525955,0.55116443,5.8617999e-09,0.076178386,0.0024378429,5.2633713e-08,9.2369517e-09,3.1428614e-10,0.003931453,0.00022343029,0.0031436996,0.0079624146,7.59964873,56.392863,0.063827496,6.1400702,1.4194348e-06,0.00044181562,0.49056989,0.060152719
"Luzerne, conventionnel, par déshydratation, alimentation animale, à la ferme, France",Culture,Agricultural\Plant production\Roughage\Transformation,0.0245422299999999,0.18062812,3.8999716e-09,0.0050233498,0.00073205755,7.3988739e-09,5.1563569e-09,1.9327699e-10,0.00096267258,3.1909487e-05,0.0025957033,0.0023169114,6.51909468,51.56969,0.052067847,1.223007,1.0899652e-06,7.1003428e-05,0.12062731,0.059929809
"Luzerne, conventionnel, pour l'alimentation des animaux, à la ferme, France",Culture,Agricultural\Plant production\Roughage\Transformation,0.025273074,0.24901992,1.6061548e-09,0.0053751124,0.00022911621,2.0640163e-09,9.6447333e-10,1.3258268e-10,0.00021797661,2.1051095e-05,0.0039432345,0.00041439568,1.96218388,78.133959,0.020254557,1.1145424,7.6149193e-07,4.8966082e-05,0.15264968,0.096321281
"Luzerne, moyenne conventionnelle, nationale, à la ferme, France",Culture,Agricultural\Plant production\Roughage\Transformation,0.025053821,0.22850238,2.2942999e-09,0.0052695836,0.00037999861,3.6644736e-09,2.2220384e-09,1.5079097e-10,0.0004413854,2.4308612e-05,0.0035389752,0.00098515038,3.3292571000000004,70.164678,0.029798544,1.1470818,8.6003391e-07,5.5577286e-05,0.14304297,0.085403839
"Maïs grain, conventionnel, 28% d'humidité, moyenne nationale, alimentation animale, à la ferme, France",Culture,Agricultural\Plant production\Cereals\Transformation,0.06497755,0.35610761,1.0980621e-08,0.040547249,0.0011926015,5.379761e-08,7.0566011e-09,5.5439903e-10,0.0078635987,9.7711345e-05,0.003381946,0.035643017,19.9457911,49.468899,0.54974867,2.3536869,1.3929973e-06,0.00010747959,0.29813935,0.057860779
"Maïs grain, conventionnel, 28% d'humidité, moyenne nationale, avec empreinte eau, alimentation animale, à la ferme, France",Culture,Agricultural\Plant production\Cereals\Transformation,0.065349787,0.35610761,1.0980621e-08,0.040547249,0.0011926015,5.379761e-08,7.0566011e-09,5.5439903e-10,0.0078635987,9.7711345e-05,0.003381946,0.035643017,19.9457911,49.468899,0.59991415,2.3536869,1.3929973e-06,0.00010747959,0.29813935,0.057860779
"Maïs grain, levier culture intermédiaire systématique, à la ferme, France",Culture,Agricultural\Plant production\Cereals\Transformation,0.073767464,0.35524236,1.648925e-08,0.067316104,0.0011627489,5.9616659e-08,1.0256887e-08,8.0872035e-10,0.0089786307,0.00013832877,0.0025984399,0.039343597,22.76380971,54.908205,0.93472287,2.9822732,1.5558956e-06,9.9856467e-05,0.29131504,0.06382746
"Maïs grain, levier légumineuse dans rotation, à la ferme, France",Culture,Agricultural\Plant production\Cereals\Transformation,0.071900722,0.33951615,1.4734612e-08,0.066549415,0.0010920964,5.6392341e-08,9.8251207e-09,7.8688557e-10,0.0084999495,0.00013459325,0.0038452571,0.037289082,20.12494652,51.798786,0.92692071,2.8120394,1.4312373e-06,9.4416932e-05,0.27883797,0.06058376
"Maïs grain, scénario de base, à la ferme, France",Culture,Agricultural\Plant production\Cereals\Transformation,0.076367399,0.37094741,1.5100199e-08,0.066863896,0.0012172213,6.1396836e-08,1.20271e-08,8.1648523e-10,0.0092862422,0.0001379837,0.0038597303,0.0408341,20.14482627,54.569742,0.94269199,2.9395019,1.4966128e-06,0.00010026995,0.30702312,0.063824022
"Maquereau Atlantique, Scomber scombrus, atlantique nord est, chalut pélagique, au débarquement, Pays-Bas",Pêche,Agricultural\Animal production\Fish\Transformation,0.096465735,0.5766123,4.3017435e-08,0.0047071063,0.012132689,1.2677409e-07,2.1419911e-09,3.2307075e-10,0.016610558,2.2537184e-05,0.0040353668,0.04393545,3.2082607000000003,0.67462517,0.0150797,7.0348478,1.4974205e-06,0.00075002128,0.57466359,0.0011986896
"Melon conventionnel, moyenne nationale, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.031400933,0.17189891,3.9124483e-09,0.039488608,0.00058480749,9.7617417e-09,9.1904477e-09,4.7112984e-10,0.001191886,8.2007196e-05,0.0021022131,0.0036031469,2.07901975,21.799179,0.75314586,3.6030746,1.9981494e-06,0.00025861717,0.17143219,0.00020809913
"Melon conventionnel, plein champ, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.028887001,0.15112221,3.4721552e-09,0.037134107,0.00050046811,8.1674001e-09,7.5120703e-09,4.3361327e-10,0.0010224913,8.0393682e-05,0.0021262548,0.0029808657,1.9292062,22.507657,0.73823533,3.1753779,1.7201618e-06,0.00012282597,0.1508207,0.00017869039
"Melon conventionnel, sous chenille, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.0422085919999999,0.25266198,5.6216037e-09,0.048725695,0.00091786916,1.4896548e-08,1.0663082e-08,6.0479862e-10,0.0019011734,0.00010603777,0.0027520217,0.005875154,2.9888328,24.280576,0.88998094,5.2872318,2.4327373e-06,0.00025506086,0.25212511,0.00028181678
"Melon conventionnel, sous tunnel, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.045344061,0.29930784,6.6157995e-09,0.053806654,0.0010945791,2.1050467e-08,2.6668764e-08,7.1849842e-10,0.0021583763,6.6639614e-05,0.00089746452,0.0076281631,2.5319007,10.007052,0.73237932,6.1950877,4.6218156e-06,0.0018472693,0.29701437,0.00044619711
"Moules, avec la coquille, au port, France",Aquaculture,Agricultural\Animal production\Seafood\Transformation,0.056722688,0.47410915,8.9033937e-09,0.048987554,0.0054787729,1.9223382e-08,3.3482438e-09,3.0392518e-10,0.0043746993,6.7948367e-05,0.0017737185,0.019057874,3.01776849,56.650922,0.087551199,7.6980624,2.5200157e-06,0.0057055232,0.4676354,0.00076823348
"Noix conventionnelle, en coque séchée, moyenne nationale, à la ferme, France",Culture,Agricultural\Plant production\Nuts\Transformation,0.23946635,1.50392,6.5947801e-08,0.13597927,0.006137815,1.2374302e-07,2.2930315e-08,8.7717092e-10,0.019616622,0.00022831165,0.0070407695,0.080722423,19.776058,318.51995,4.3204315,16.425561,1.8174358e-05,0.00052603826,1.5028474,0.00054654536
"Noix conventionnelle, en coque séchée, variétés à fructification latérale, à la ferme, France",Culture,Agricultural\Plant production\Nuts\Transformation,0.17187172,1.1810509,6.7877042e-08,0.11371725,0.0043783223,8.827649e-08,1.5660957e-08,6.0162932e-10,0.013817938,0.00014128182,0.0045854129,0.056650739,16.9899574,166.56522,3.5150535,13.734475,1.1675908e-05,0.0003991115,1.1802679,0.0003837953
"Noix conventionnelle, en coque séchée, variétés traditionnelles, à la ferme, France",Culture,Agricultural\Plant production\Nuts\Transformation,0.2619979,1.611543,6.5304721e-08,0.14339995,0.0067243126,1.355652e-07,2.5353435e-08,9.6901812e-10,0.021549516,0.0002573216,0.0078592217,0.088746318,20.7047575,369.17152,4.5888908,17.322589,2.0340508e-05,0.00056834718,1.6103739,0.00060079539
"Oeuf, moyenne nationale, à la ferme, France",Elevage,Agricultural\Animal production\Avian\Transformation,,,,,,,,,,,,,,,,,,,,
"Oeuf, production conventionnelle, intérieur, cage règles 2012, à la ferme, France",Elevage,Agricultural\Animal production\Avian\Transformation,,,,,,,,,,,,,,,,,,,,
"Oeuf, système conventionnel, en plein air, à la ferme, France",Elevage,Agricultural\Animal production\Avian\Transformation,,,,,,,,,,,,,,,,,,,,
"Oeuf, système conventionnel, intérieur, au sol, à la ferme, France",Elevage,Agricultural\Animal production\Avian\Transformation,,,,,,,,,,,,,,,,,,,,
"Oeuf, système conventionnel, intérieur, en cage, à la ferme, France",Elevage,Agricultural\Animal production\Avian\Transformation,,,,,,,,,,,,,,,,,,,,
"Oignon conventionnel, jour court semé, à la ferme , France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.0154230539999999,0.066211106,1.9669775e-09,0.026078882,0.00025880127,6.4736961e-09,3.5779962e-09,1.3309156e-10,0.00093395405,2.5784246e-05,0.0013559821,0.0031888546,2.52214272,11.510276,0.32657723,1.0747566,1.1208654e-06,4.9042029e-05,0.066068369,9.3694995e-05
"Oignon conventionnel, jour long planté, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.03808093,0.15077542,7.068271e-09,0.073120842,0.00057671236,1.4188891e-08,8.5154872e-09,3.126449e-10,0.0020376937,6.0087112e-05,0.0039303267,0.0070248928,5.5234397,27.737018,0.9244861,2.6908086,2.5102163e-06,0.0001127022,0.15045718,0.00020553244
"Oignon conventionnel, jour long semé, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.01431083,0.056137847,3.3241147e-09,0.028873234,0.000220959,5.4240281e-09,2.8387881e-09,1.2743899e-10,0.00078050753,2.4460347e-05,0.0012170458,0.0026345267,2.1259639,11.80833,0.36485495,1.0500299,9.7137457e-07,4.556206e-05,0.056014642,7.7642879e-05
"Oignon conventionnel, moyenne nationale, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.016799062,0.066608931,3.5628166e-09,0.03301856,0.00026031856,6.4054812e-09,3.4803788e-09,1.4652484e-10,0.0009215708,2.8155414e-05,0.0015022675,0.0031289961,2.50532938,13.371393,0.41699029,1.2165805,1.1402078e-06,5.2624071e-05,0.066464269,9.2037047e-05
"Pêche conventionnelle, moyenne nationale, au verger, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.056198628,0.15342513,2.9391635e-09,0.048018971,0.00036229903,4.4339296e-09,1.2072622e-08,2.3193808e-10,0.00060456853,4.3929458e-05,0.0089927864,0.0017919066,12.87535655,146.8973,1.2466086,2.2546426,1.7543315e-06,6.1799414e-05,0.15330676,5.6567922e-05
"Petit pois annuel pour transformation industrielle, conventionnel, moyenne nationale, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.05604457,0.31750405,1.1341899e-08,0.006164329,0.00069514039,3.7728967e-08,4.666776e-09,4.9304655e-10,0.0054481808,8.9670774e-05,0.0055596746,0.023601565,9.8000598,71.028389,0.5366987,2.1845379,1.1335895e-06,6.1575914e-05,0.31381078,0.0036316952
"Petite truite, 250-350g,  conventionnel, à la ferme, France",Aquaculture,Agricultural\Animal production\Fish\Transformation,1.4366126,1.8707147,1.8983274e-07,0.71223982,0.0089928902,1.3247698e-07,1.9538514e-08,9.0225431e-10,0.01316121,0.011330402,0.043941965,0.047031036,63.713178,47.670227,131.46539,33.445399,7.0542498e-06,0.011671166,1.7599801,0.099063355
"Poire conventionnelle, au verger, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.019964059,0.078595288,5.5833437e-09,0.029809852,0.0003637396,4.9035271e-09,4.4270056e-09,2.0073084e-10,0.00079186454,1.3906139e-05,0.00044947111,0.0029014263,2.24043371,12.229785,1.033256,1.4033309,1.3027578e-06,4.6449129e-05,0.078512148,3.6691142e-05
"Poire, à la ferme, Pays-Bas",Culture,Agricultural\Plant production\Fruits\Transformation,0.023526295,0.053226812,2.4132441e-09,0.0046233154,0.00050065774,1.7298921e-08,4.3017397e-09,5.8325485e-10,0.002447809,2.5451485e-05,0.00017453395,0.010358854,24.3206765,16.241817,0.051011547,0.67106911,6.7664767e-07,0.00045894176,0.052703178,6.4691429e-05
"Poireau conventionnel, automne irrigué, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.030799923,0.15443475,1.5098712e-08,0.078727968,0.00063028888,1.0738374e-08,4.8312419e-08,3.6139682e-10,0.0016712189,1.5387735e-05,0.0011526792,0.0067965442,4.99061393,4.1056932,0.42596345,2.9495546,1.2708466e-06,8.1452084e-05,0.15429551,5.7785484e-05
"Poireau conventionnel, hiver non irrigué, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.022349528,0.15698201,8.5819378e-09,0.016427656,0.00055906766,1.3342045e-08,1.2956314e-08,1.5867799e-10,0.0019771251,2.0240754e-05,0.0012503894,0.0077255566,6.2422848,6.7389617,0.044320456,1.7193469,1.4224545e-06,7.1616192e-05,0.1568259,8.4493272e-05
"Poireau conventionnel, moyenne nationale, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.027506515,0.15186452,9.3111419e-09,0.045561849,0.00057975479,1.2672867e-08,2.9584517e-08,2.5890185e-10,0.0018946219,2.0156133e-05,0.0011822617,0.0071934037,8.348022400000001,5.9015174,0.23385225,2.3243777,1.4435195e-06,9.151154e-05,0.15169589,7.7114699e-05
"Poireau conventionnel, précoce planté, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.037368885,0.13468245,3.3881519e-09,0.087735663,0.00057182458,1.282886e-08,5.1792926e-08,4.1085649e-10,0.0018779727,2.5063348e-05,0.00098907772,0.0060749214,17.2199088,5.13339,0.55830944,3.3211564,1.7132139e-06,0.00015558872,0.13444833,7.8532194e-05
"Poireau conventionnel, précoce semé, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation,0.038381808,0.13416343,6.8573418e-09,0.070173506,0.00058008569,1.4938287e-08,5.2339291e-08,3.8856791e-10,0.0022230675,2.9166218e-05,0.0012031313,0.0068306024,22.7981676,8.6830688,0.34139071,2.7490808,1.7335897e-06,0.00017163548,0.13390099,9.0796936e-05
"Pois de printemps, conventionnel, 15% d'humidité, aliment pour animaux, à la ferme, France",Culture,Agricultural\Plant production\Legumes\Transformation,0.055068144,0.3436466,2.0308176e-08,0.018245395,0.00060326206,9.6391976e-09,5.6305244e-09,8.8088743e-10,0.0013890059,0.00016875603,0.0078756913,0.0049213169,19.8347455,121.51531,0.17259938,1.8749027,1.3293865e-06,6.0070627e-05,0.20093091,0.14265562
"Pois d'hiver, conventionnel, 15% d'humidité, à la ferme, France",Culture,Agricultural\Plant production\Legumes\Transformation,0.064007275,0.39223699,2.1620633e-08,0.016836629,0.0006849963,1.1247474e-08,5.3374861e-09,1.3449442e-09,0.0016297689,0.00027359424,0.0093684181,0.0058479515,19.4201203,144.68973,0.14816363,1.9720329,1.4407667e-06,6.4535464e-05,0.2222898,0.16988265
"Poivre noir, conventionnel, à la ferme, Vietnam",Culture,Agricultural\Plant production\Fruits\Transformation,0.2992029799999999,2.4615444,2.1931317e-08,0.19599699,0.0082329914,2.9916958e-07,2.7251464e-08,7.0299688e-10,0.021188908,0.00034488881,0.022142783,0.13111444,11.621109700000002,234.27977,1.3621756,14.903491,1.8772034e-05,0.44320571,2.0160526,0.0022860783
"Pomme à cidre, moyen conventionnel, national, au verger, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.013458259,0.088594411,5.0599914e-09,0.004270033,0.00024285529,2.8994479e-09,1.7365478e-08,2.8628253e-10,0.00044180995,1.2520423e-05,0.0008994742,0.0014772532,1.94370959,20.22983,0.0092538479,0.82123891,1.056815e-06,2.8824479e-05,0.088532418,3.3168564e-05
"Pomme conventionnelle, moyenne nationale, au verger, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.015753786,0.075189594,7.7808705e-09,0.015330981,0.00038436589,5.3113349e-09,4.2313436e-09,2.14384e-10,0.00068646464,1.3753403e-05,0.00034322906,0.0029102714,6.9320383,12.06034,0.42724241,1.0469718,9.9927894e-07,0.0043160331,0.070798624,7.4936633e-05
"Pomme conventionnelle, non tolérante à la tavelure, au verger, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.015810389,0.075421262,8.11681e-09,0.015316557,0.00038444829,5.3320093e-09,4.2735005e-09,2.1384696e-10,0.0006890342,1.3771842e-05,0.0003387345,0.0029062374,7.0970485,12.028719,0.42494271,1.051252,1.0031501e-06,0.0043164391,0.071030577,7.4245906e-05
"Pomme conventionnelle, tolérante tavelure, au verger, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.015244362,0.073104573,4.7574144e-09,0.015460798,0.00038362432,5.1252655e-09,3.8519317e-09,2.1921735e-10,0.00066333857,1.3587446e-05,0.00038368014,0.002946577,5.4469464,12.344925,0.4479397,1.0084496,9.6443836e-07,0.0043123786,0.068711042,8.1153176e-05
"Pomme de terre fécule, moyenne conventionnel, national, à la ferme, France",Culture,Agricultural\Plant production\Roots and tubers\Transformation,0.011334781,0.085457933,1.991815e-09,0.0033215641,0.00026244899,6.3334598e-09,3.5730903e-09,1.180361e-10,0.00096172954,1.9029344e-05,0.00077356062,0.0038779306,2.05576705,14.729385,0.023122799,0.56223947,4.9653384e-07,3.7113751e-05,0.068206662,0.017214157
"Pommes de terre, conventionnel, à usage industriel, à la ferme, France",Culture,Agricultural\Plant production\Roots and tubers\Transformation,0.013441523,0.093988573,2.3279088e-09,0.010323746,0.00030024033,7.4514785e-09,4.0873855e-09,1.2990285e-10,0.0011361155,2.151226e-05,0.00074461956,0.0046099166,2.2975004,14.973093,0.11583058,0.75011138,5.8355777e-07,4.3991601e-05,0.076460094,0.017484488
"Pommes de terre, conventionnel, mélange de variétés, moyenne nationale, à la ferme, France",Culture,Agricultural\Plant production\Roots and tubers\Transformation,0.013049546,0.092212942,2.2593062e-09,0.0091617674,0.0002925398,7.2287476e-09,3.9846655e-09,1.275011e-10,0.0011012815,2.1023347e-05,0.00075041704,0.0044635419,2.2487967,14.924445,0.10054387,0.71644911,5.6554809e-07,4.2724069e-05,0.074739819,0.017430399
"Pommes de terre, conventionnel, pour le marché frais, autres variétés, à la ferme, France",Culture,Agricultural\Plant production\Roots and tubers\Transformation,0.013498005,0.093854914,2.3252476e-09,0.010782319,0.00029996675,7.4531571e-09,4.0876528e-09,1.2984824e-10,0.0011361986,2.1527009e-05,0.00074463737,0.0046099598,2.2968139,14.973274,0.1220899,0.75763467,5.8239451e-07,4.4199367e-05,0.076326271,0.017484444
"Pommes de terre, conventionnel, pour le marché frais, variétés à chair ferme, à la ferme, France",Culture,Agricultural\Plant production\Roots and tubers\Transformation,0.0155604189999999,0.10575916,2.7946032e-09,0.013282402,0.00033203597,8.0316784e-09,5.2658471e-09,1.5833145e-10,0.001213159,2.589083e-05,0.00090857214,0.0048401861,2.8206853,17.45826,0.14856683,0.89394615,6.8735953e-07,5.2745577e-05,0.085323819,0.020382596
"Porc, Label Rouge, système plein air, à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.41695549,2.3416799,3.7141992e-08,0.38289214,0.006248348,4.7627609e-07,3.105955e-08,2.1399699e-09,0.067051398,0.00039257314,0.017624639,0.29265799,93.863929,168.86996,0.9952757,18.231365,1.0430507e-05,0.41539094,1.6272652,0.29902373
"Porc, conventionnel, Cahier des charges Porc bien-être, à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.34272343,2.5493865,3.0472468e-08,0.2538397,0.0057698072,3.4267375e-07,2.8137683e-08,1.8751906e-09,0.048088915,0.00036305803,0.012917465,0.20817829,94.316587,158.1946,0.81294547,14.152121,7.8302623e-06,1.0531543,1.2846209,0.21161131
"Porc, conventionnel, fourniture d'aliments à la ferme, à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.37064211,2.6922152,2.791021e-08,0.22629748,0.0060699806,3.9901247e-07,2.7245075e-08,2.1874198e-09,0.057600373,0.00034152978,0.014561848,0.25048234,83.555457,161.84949,0.75848986,12.261171,7.5647566e-06,1.0385373,1.2365362,0.41714167
"Porc, conventionnel, moyenne nationale, à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.35237491,2.7941587,3.6760835e-08,0.41853717,0.0063435638,3.205921e-07,3.1449332e-08,2.1162373e-09,0.044565286,0.00038365295,0.013201376,0.19220629,89.38251600000001,161.62783,0.95123835,19.019492,1.0629231e-05,1.0381988,1.4692988,0.28666105
"Porc moyen (97% porc, 3% truie de réforme), conventionnel, moyenne nationale, à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.39315252,3.0834652,4.0546763e-08,0.48968766,0.0069446099,3.6300463e-07,3.4746049e-08,2.3511951e-09,0.050520907,0.00042497422,0.014491327,0.2180984,95.51314,178.81576,1.0456643,21.539723,1.1972794e-05,1.1603621,1.6136006,0.3095025
"Porc, Label Rouge, moyenne nationale (50% courette, 50% plein air), à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.46946533,3.6289505,4.0914565e-08,0.4073098,0.0070897187,4.935394e-07,3.5104124e-08,2.291064e-09,0.069418785,0.00041946877,0.016856849,0.30208972,103.326719,176.38375,1.046535,20.145013,1.1515857e-05,1.0074723,2.2896984,0.33177973
"Porc moyen (97% porc, 3% truie de réforme), Label Rouge, moyenne nationale (50% courette, 50% plein air), à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.51308228,3.9432208,4.4933148e-08,0.49042651,0.0076919476,5.3875366e-07,3.8653341e-08,2.5324247e-09,0.075807035,0.00046242293,0.018149612,0.32987607,109.52614,193.93647,1.1485512,22.951978,1.297653e-05,1.1611599,2.4279031,0.35415785
"Porc, Label Rouge, système courette, à la ferme, France",Elevage,Agricultural\Animal production\Porcine\Transformation,0.52197517,4.9162211,4.4687138e-08,0.43172746,0.0079310894,5.1080272e-07,3.9148699e-08,2.4421581e-09,0.071786172,0.0004463644,0.016089059,0.31152144,112.78951,183.89754,1.0977942,22.05866,1.2601208e-05,1.5995536,2.9521317,0.36453573
